RA - Decimal,Dec - Decimal,Prop.motion RA,Prop.motion Dec,Mag V ,Red,Green,Blue,identifier             
259.5205947512,17.3178839081,6.3070000000,-11.0770000000,5.992,0.6324,0.7081,1.0000,HD 156653
207.6028279570,5.4972213502,10.1140000000,-0.1780000000,5.993,1.0000,0.8330,0.6787,HD 120602
240.8931620061,-32.0005345073,-37.4910000000,-27.6250000000,5.993,0.9937,0.9526,1.0000,HD 143790
274.9669576061,29.6663909464,-2.3220000000,3.0750000000,5.993,1.0000,0.7750,0.5548,HD 168694
138.8234952045,-58.3883777557,-17.0570000000,1.3210000000,5.993,0.5340,0.6316,1.0000,HD 80094
215.9524188285,-53.1762442780,-54.0620000000,-10.1750000000,5.993,1.0000,0.8221,0.6541,HD 125869
76.6237916074,61.1697498691,39.4280000000,-80.9070000000,5.994,1.0000,0.7360,0.4803,HD 32356
265.3408222337,51.8181478929,-36.8080000000,-5.1010000000,5.994,1.0000,0.8330,0.6787,HD 161193
49.1466190415,32.1840297300,0.5000000000,-89.0290000000,5.994,1.0000,0.8541,0.7277,V* V573 Per
86.6895701211,15.8224951298,5.2770000000,-3.9010000000,5.994,0.5496,0.6441,1.0000,* 129 Tau
315.0166243945,7.5161882527,43.7630000000,32.0280000000,5.995,0.8823,0.8819,1.0000,HD 199942
114.9916295619,-37.5794242781,-0.8300000000,-4.5100000000,5.996,0.5229,0.6225,1.0000,* d04 Pup
295.2730346246,13.8156806147,-0.0400000000,-11.4700000000,5.996,0.5229,0.6225,1.0000,V* QS Aql
120.0612050855,-48.9815115222,-32.8080000000,43.4110000000,5.996,0.6504,0.7215,1.0000,HD 66210
253.8528700759,-63.2696604717,8.0030000000,-14.1880000000,5.996,0.6109,0.6919,1.0000,HD 152082
315.3036031811,36.0260118274,-4.8190000000,-5.1560000000,5.997,1.0000,0.8740,0.7760,HD 200253
77.4378905531,28.0304684762,58.2730000000,-57.8900000000,5.997,0.7652,0.8035,1.0000,HD 33204
116.3713969975,-14.6905347248,-10.5620000000,-20.2370000000,5.997,0.7260,0.7762,1.0000,* 2 Pup A
258.2439912290,-32.4383316603,1.8310000000,-1.8530000000,5.997,0.4701,0.5784,1.0000,HD 155450
67.9656618557,15.8516239274,99.4960000000,-34.3300000000,5.998,0.8823,0.8819,1.0000,* 85 Tau
93.8736379049,-4.9147179678,22.8950000000,-34.0480000000,5.998,0.6703,0.7362,1.0000,HD 43319
203.0116937281,-18.7288778432,-97.0810000000,-17.1760000000,5.998,0.7652,0.8035,1.0000,* 73 Vir
310.3175330596,14.5828779490,-9.4620000000,-0.3440000000,5.998,1.0000,0.7750,0.5548,* 10 Del
133.2657458385,-56.6494854266,-22.4060000000,36.5230000000,5.998,0.6109,0.6919,1.0000,HD 76346
9.9664588302,-44.7962920101,43.1320000000,17.2380000000,5.998,1.0000,0.8221,0.6541,HD 3750
32.8426090322,-10.0521609097,-27.6120000000,-170.7910000000,5.999,0.8000,0.8000,0.8000,HD 13456
32.8002286021,25.9369422650,-8.2110000000,-4.8660000000,5.999,1.0000,0.7750,0.5548,* 16 Ari
341.0217396250,39.4653474722,7.6800000000,-28.3800000000,5.999,1.0000,0.7360,0.4803,HD 215359
209.6662794781,14.6492737942,-62.9940000000,-59.1850000000,5.999,1.0000,0.7360,0.4803,HD 121980
218.6604157131,36.6260634997,-24.9730000000,-46.6540000000,5.999,1.0000,0.7360,0.4803,HD 128198
300.3493612877,-22.7373089032,8.4970000000,-12.8270000000,5.999,1.0000,0.8330,0.6787,HD 189561
358.8909945660,57.4121687107,-4.0600000000,-0.0200000000,6,0.4509,0.5617,1.0000,V* V373 Cas
304.6031458333,55.3970555556,-3.4000000000,-48.9000000000,6,0.6504,0.7215,1.0000,HD 193592A
58.8172138814,-12.0990910313,-91.3570000000,-28.3760000000,6,0.8520,0.8621,1.0000,V* DO Eri
71.6853199985,40.3125902506,8.0880000000,-39.5820000000,6,0.8000,0.8000,0.8000,HD 30138
84.0841666667,34.1350000000,-0.1550000000,-3.3880000000,6,0.8000,0.8000,0.8000,M 36
96.3673926461,14.7219922637,-2.4980000000,-4.4500000000,6,0.8000,0.8000,0.8000,V* BL Ori
95.6516351067,12.5702369881,-52.6760000000,-32.5920000000,6,0.8668,0.8718,1.0000,HD 44497
102.9429166667,0.4650000000,-1.3670000000,-2.1790000000,6,0.8000,0.8000,0.8000,NGC 2301
133.5747795686,-5.4344595274,-413.6480000000,30.6190000000,6,1.0000,0.8929,0.8238,HD 76151
326.5677888073,-9.2759352284,18.3550000000,7.5620000000,6,1.0000,0.6480,0.3346,* 47 Cap
330.0330209544,6.7174472724,16.2090000000,0.5310000000,6,0.5013,0.6047,1.0000,* 18 Peg
164.8866138132,36.0931007290,67.2790000000,-50.6260000000,6,1.0000,0.6480,0.3346,HD 95129
285.7658552059,-19.2456834991,2.7840000000,-10.4800000000,6,1.0000,0.8330,0.6787,HD 176884
274.2483333333,-15.0111111111,3.4000000000,-1.1700000000,6,0.8000,0.8000,0.8000,NGC 6605
274.6879166667,-13.7919444444,0.1780000000,-1.5760000000,6,0.8000,0.8000,0.8000,M 16
282.4206512934,-5.9128630145,0.4680000000,-11.9420000000,6,1.0000,0.7992,0.6045,HD 174208
274.2212542308,-3.0074020135,17.7620000000,-273.7770000000,6,1.0000,0.8541,0.7277,HD 167768
270.1515602329,33.2136802418,-4.2610000000,-24.4080000000,6,0.8000,0.8000,0.8000,HD 164614
132.5875698487,-42.0897908428,-5.6140000000,3.4520000000,6,0.8000,0.8000,0.8000,HD 75759
205.7337930691,-56.7679684398,-7.5600000000,-4.5150000000,6,0.4701,0.5784,1.0000,HD 119159
204.7039710385,-57.6227158304,-10.0470000000,-5.8250000000,6,1.0000,0.8740,0.7760,HD 118520
208.5158333333,-61.8830555556,-6.2970000000,-1.5150000000,6,0.8000,0.8000,0.8000,NGC 5316
204.9991944417,-49.9499554092,-100.1100000000,18.7400000000,6,0.8000,0.8000,0.8000,V* V744 Cen
336.5228108462,-48.4385410897,24.3810000000,-5.1060000000,6,0.8000,0.8000,0.8000,V* S Gru
320.0395146001,-45.0218912862,0.7270000000,3.4060000000,6,0.8000,0.8000,0.8000,V* T Ind
13.7421068187,23.6283135143,129.0340000000,-39.1670000000,6,0.8000,0.8000,0.8000,* 36 And A
15.9041808163,61.0748226003,-0.7610000000,-2.0750000000,6,0.8000,0.8000,0.8000,HD 6130A
126.1782341467,42.0052393262,12.0160000000,9.0880000000,6.001,1.0000,0.7360,0.4803,HD 70647
296.9522546435,25.3840587187,67.7400000000,-21.7900000000,6.001,1.0000,0.8330,0.6787,HD 187193
268.0196667175,39.9820889493,-12.6530000000,51.7130000000,6.001,1.0000,0.7750,0.5548,HD 162989
119.6311289498,16.5186809620,-7.9260000000,-3.3580000000,6.002,1.0000,0.8330,0.6787,HD 65257
218.0842755658,26.6772892589,-69.6800000000,-21.9000000000,6.002,0.7652,0.8035,1.0000,HD 127726
137.9205478713,-39.2588435844,-20.4720000000,10.4000000000,6.002,0.5370,0.6340,1.0000,HD 79241
192.9037067906,3.0567867280,-35.8550000000,19.5190000000,6.003,1.0000,0.7992,0.6045,* 37 Vir
29.6384798115,61.6977903152,14.1760000000,-10.8950000000,6.004,0.5370,0.6340,1.0000,HD 11857
225.9479773399,47.6544802574,-463.6800000000,-7.5160000000,6.004,0.8000,0.8000,0.8000,* i Boo B
258.8345065092,-14.5841686091,-8.0610000000,-12.5770000000,6.004,1.0000,0.8221,0.6541,HD 155970
330.1010337135,-55.8834868668,24.7360000000,-14.4810000000,6.004,0.5750,0.6642,1.0000,HD 208796
105.2713072716,-58.9399373292,-56.6880000000,147.6230000000,6.005,0.8244,0.8437,1.0000,HD 53349
237.8809078381,-47.0608041219,-113.1190000000,-33.9620000000,6.005,1.0000,0.7992,0.6045,HD 141544
158.1992053331,-58.6667441552,-6.5520000000,2.5680000000,6.006,0.6504,0.7215,1.0000,HD 91533
322.5847113037,52.9579956393,20.7570000000,16.2850000000,6.007,0.6703,0.7362,1.0000,HD 204965
75.3938432230,-39.7180463424,-5.3350000000,32.8950000000,6.007,1.0000,0.8541,0.7277,HD 32453
16.2193246352,5.6562647342,29.3320000000,-14.9000000000,6.007,1.0000,0.7360,0.4803,* 73 Psc
156.8668488200,41.6009910815,-60.0530000000,-67.1850000000,6.007,0.6703,0.7362,1.0000,HD 90470
195.1360079043,-33.5050964874,-70.3400000000,-122.3850000000,6.007,0.8000,0.8000,0.8000,HD 112935
217.6891264486,4.7722857937,3.3160000000,-12.7400000000,6.007,1.0000,0.7750,0.5548,HD 127337
120.4268349478,60.3243907870,-25.6270000000,-26.7310000000,6.008,0.6703,0.7362,1.0000,* 53 Cam
299.1839258865,36.2505958185,4.0950000000,0.4060000000,6.009,0.5229,0.6225,1.0000,HD 189066
15.9041885417,61.0748225556,-1.9200000000,-2.9800000000,6.01,0.8668,0.8718,1.0000,HD 6130
54.6986306042,-27.9430531221,21.1650000000,26.2790000000,6.01,0.6109,0.6919,1.0000,* tau For
103.3500000000,11.0000000000,~,~,6.01,1.0000,0.8330,0.6787,[SC93] 486
106.3265370714,22.6374582532,-2.6050000000,-9.7270000000,6.01,0.5496,0.6441,1.0000,* 44 Gem
3.7451681673,8.8209613255,99.9180000000,-24.8200000000,6.01,0.8668,0.8718,1.0000,* 35 Psc
236.8712542346,-37.9163119228,-415.5070000000,-213.9910000000,6.01,0.8000,0.8000,0.8000,HD 140901
269.6627077335,-28.7590862391,-0.7120000000,-5.4220000000,6.01,0.5013,0.6047,1.0000,HD 163685
274.0232180251,2.3775172173,-5.9110000000,-28.2740000000,6.01,1.0000,0.6318,0.3112,V* V2392 Oph
250.9653649214,34.0388025497,-72.8720000000,57.2570000000,6.01,0.8986,0.8925,1.0000,HD 151087
23.8125963870,-58.1394744081,283.7290000000,-32.6930000000,6.01,0.8000,0.8000,0.8000,HD 9896
209.1372650273,-54.7046620159,-39.0770000000,-227.3120000000,6.01,1.0000,0.8541,0.7277,HD 121384
235.6551085143,-49.4895340937,-3.6250000000,-22.6830000000,6.01,1.0000,0.7992,0.6045,HD 139871
222.1585264081,-36.6346968587,-13.9510000000,-46.0470000000,6.01,0.8000,0.8000,0.8000,V* V768 Cen
87.0007811875,6.4538962972,1.9000000000,-23.6000000000,6.01,0.8000,0.8000,0.8000,* 52 Ori B
68.4507293296,9.4135611588,-5.9570000000,-23.0900000000,6.011,1.0000,0.8541,0.7277,HD 28930
137.5869095871,21.9964165035,3.0350000000,5.0800000000,6.011,1.0000,0.8740,0.7760,* 79 Cnc
291.1257504313,-27.8659415154,10.6630000000,-15.2180000000,6.011,0.4799,0.5868,1.0000,HD 182180
326.3701198577,-71.0088497165,13.1250000000,-11.7850000000,6.011,0.5496,0.6441,1.0000,HD 206399
155.1297958364,54.2168388251,-33.3230000000,-6.5720000000,6.012,1.0000,0.7872,0.5797,HD 89414
159.0694120872,-16.3443267810,-30.6510000000,4.2120000000,6.012,1.0000,0.6480,0.3346,* phi02 Hya
289.9711117271,11.5349640857,44.3350000000,22.4750000000,6.012,0.6504,0.7215,1.0000,* ome02 Aql
116.3251782577,-43.7525659445,-9.6030000000,-2.7270000000,6.012,0.5229,0.6225,1.0000,HD 63118
104.3047389068,57.5632863120,11.6810000000,16.0900000000,6.013,1.0000,0.7872,0.5797,HD 50551
115.1480145311,-8.1854298593,16.9130000000,-25.5990000000,6.013,0.6504,0.7215,1.0000,HD 61749
123.4945843121,-36.3407762698,-6.8880000000,7.4980000000,6.014,0.4799,0.5868,1.0000,HD 69082
162.0225281876,-59.9191625064,-7.5560000000,2.9060000000,6.015,0.6109,0.6919,1.0000,HD 93737
250.8422799813,-67.4323866014,10.8420000000,-28.0420000000,6.015,0.6109,0.6919,1.0000,HD 150026
243.6393466407,73.3948911072,-11.3460000000,34.4030000000,6.016,0.6703,0.7362,1.0000,HD 147321
103.2647526313,35.7879987527,0.1220000000,-3.8620000000,6.016,1.0000,0.7872,0.5797,HD 50056
147.8084653878,-4.2433500918,12.3810000000,-26.9180000000,6.016,0.7004,0.7579,1.0000,* 6 Sex
103.7454881140,-2.8035896874,-5.2250000000,-1.3720000000,6.017,1.0000,0.7992,0.6045,HD 50890
205.9782422291,52.0644133662,-18.2920000000,-5.4500000000,6.018,0.6324,0.7081,1.0000,HD 119765
277.7622865290,-41.9138340505,-3.4060000000,-31.5780000000,6.018,0.6703,0.7362,1.0000,HD 170384
251.3736451753,1.0201630065,-3.1470000000,6.9230000000,6.018,0.5750,0.6642,1.0000,* 16 Oph
69.1214576569,23.3408393238,96.9750000000,-49.0860000000,6.019,0.8986,0.8925,1.0000,V* V1116 Tau
43.0792683467,-62.9095912624,61.0620000000,5.5200000000,6.019,1.0000,0.8221,0.6541,HD 18185
180.5843304573,-85.6317573243,-57.2590000000,1.4520000000,6.019,1.0000,0.7872,0.5797,HD 104555
228.1415794809,-72.7706009416,-14.1070000000,-16.3610000000,6.019,0.5496,0.6441,1.0000,HD 133981
281.2980294161,-61.0951931515,23.4860000000,-23.1900000000,6.019,1.0000,0.7872,0.5797,HD 172630
117.7737964894,54.1292412299,-39.5380000000,53.8940000000,6.02,0.8000,0.8000,0.8000,HD 63332
190.3912931082,62.7130395893,-30.9730000000,-17.4570000000,6.02,0.6504,0.7215,1.0000,* 76 UMa
10.9586893714,-12.0118263457,2.4350000000,-201.2240000000,6.02,1.0000,0.8221,0.6541,HD 4145
31.7051454056,25.7045563005,18.2320000000,-13.0920000000,6.02,0.5750,0.6642,1.0000,* 11 Ari
359.2651344997,42.6582324325,5.4720000000,-2.1340000000,6.02,1.0000,0.9276,0.9168,HD 224342
160.5469539755,31.6969959371,-1.0790000000,-19.2920000000,6.02,1.0000,0.6318,0.3112,V* RX LMi
166.1301182200,38.2413611307,-66.3290000000,0.9800000000,6.02,0.6703,0.7362,1.0000,* 51 UMa
176.0548472003,25.2183209467,-13.3060000000,7.7500000000,6.02,1.0000,0.7360,0.4803,HD 101980
186.3129517892,23.9262013916,55.4710000000,-40.5420000000,6.02,1.0000,0.8221,0.6541,HD 108123
187.4912098679,-41.7358973396,4.2580000000,-20.9800000000,6.02,1.0000,0.6480,0.3346,V* V928 Cen
199.7677133774,35.1279810533,-30.1950000000,18.3960000000,6.02,0.7652,0.8035,1.0000,HD 115810
268.2400499803,-35.6243097098,2.9940000000,-53.4950000000,6.02,0.8986,0.8925,1.0000,HD 162517
273.8040376162,-20.3879697351,2.4460000000,-2.0660000000,6.02,0.8000,0.8000,0.8000,* 16 Sgr
231.9119713530,25.1016186056,5.3420000000,-13.0010000000,6.02,1.0000,0.6480,0.3346,HD 137853
126.2383613333,-42.7698353056,-11.0200000000,6.1100000000,6.02,0.5013,0.6047,1.0000,HR 3322
212.1131810260,-74.8502869295,-243.5740000000,179.5400000000,6.02,0.8000,0.8000,0.8000,HD 122862
352.8623393295,-44.8435814382,45.2100000000,-22.5610000000,6.02,1.0000,0.8221,0.6541,HD 221323
194.0731858355,54.0994903041,-77.9800000000,2.8120000000,6.02,0.8000,0.8000,0.8000,HD 112486A
179.9063324500,-78.2219251389,-39.4000000000,0.2000000000,6.02,0.8000,0.8000,0.8000,* eps Cha B
87.0931775330,20.8694852145,14.6560000000,-22.1680000000,6.021,0.5750,0.6642,1.0000,HD 38670
104.7618638542,38.0523184244,-41.5830000000,-122.2450000000,6.021,1.0000,0.7992,0.6045,* 62 Aur
128.0206545417,-53.2119165833,-16.2000000000,18.1600000000,6.021,0.6109,0.6919,1.0000,HD 72737
131.1248260677,-65.8254305632,-63.1560000000,103.4620000000,6.021,0.7004,0.7579,1.0000,HD 75171
47.6126956249,26.8962357133,4.5400000000,67.4400000000,6.022,1.0000,0.7872,0.5797,HD 19637
126.1518138608,-4.7169992460,25.2570000000,-56.3460000000,6.022,0.9937,0.9526,1.0000,HD 70937
18.6766331675,6.9951381771,-13.1450000000,-23.6150000000,6.022,0.8000,0.8000,0.8000,* 88 Psc
185.9458836599,42.5427395079,-80.0440000000,13.5180000000,6.022,0.8000,0.8000,0.8000,* 4 CVn
49.4961451969,-66.9268520281,57.4740000000,13.6160000000,6.022,0.6703,0.7362,1.0000,HD 20888
297.7551520710,-65.6050882861,100.5270000000,-158.4830000000,6.022,0.8668,0.8718,1.0000,V* NZ Pav
34.5191023483,57.5163220559,-13.4090000000,-1.3380000000,6.023,0.8000,0.8000,0.8000,* chi Per
119.3161714721,8.6412177614,-1.0810000000,-24.0100000000,6.023,1.0000,0.8330,0.6787,HD 65066
22.4702612784,18.3556687305,58.1170000000,-2.4620000000,6.023,0.6703,0.7362,1.0000,* 97 Psc
339.8930546126,37.5928170337,12.1470000000,1.6040000000,6.023,1.0000,0.8836,0.8000,HD 214714
78.4722240795,-52.0307545563,-0.1660000000,-13.8370000000,6.023,1.0000,0.7872,0.5797,HD 34347
186.8534410575,-63.7889849123,-15.2060000000,-10.8450000000,6.023,0.5496,0.6441,1.0000,HD 108355
11.5450499543,44.8614999384,25.8060000000,-5.7800000000,6.024,0.5750,0.6642,1.0000,HD 4335
84.3639897217,-5.9383901387,2.2630000000,-1.8040000000,6.024,0.4799,0.5868,1.0000,HD 37303
97.0603541667,70.5353194444,-0.4000000000,11.6000000000,6.025,0.8000,0.8000,0.8000,HD 44472A
19.0788426556,33.1147192237,26.9510000000,-34.4480000000,6.026,1.0000,0.8221,0.6541,HD 7578
197.7434685726,-52.5668980282,-34.7640000000,-18.0170000000,6.026,0.8000,0.8000,0.8000,V* V824 Cen
75.4001841788,61.0779973216,16.9760000000,-178.8720000000,6.026,0.8000,0.8000,0.8000,HD 31662A
154.8202649476,-12.5281226245,-12.5600000000,-10.5180000000,6.027,0.8244,0.8437,1.0000,HD 89455
286.8785091784,-28.6368006758,1.4200000000,-8.1450000000,6.027,1.0000,0.7872,0.5797,HD 177846
277.4448324492,-14.5819874523,21.2660000000,14.9280000000,6.027,0.8000,0.8000,0.8000,V* V432 Sct
140.1236245052,-37.5816894074,-17.9200000000,-22.3840000000,6.027,1.0000,0.7872,0.5797,HD 80774
44.5096978929,38.6149263733,-5.9600000000,-16.8210000000,6.028,1.0000,0.7872,0.5797,HD 18339
72.1859348542,3.5885307371,-1.2110000000,-16.5520000000,6.028,1.0000,0.8330,0.6787,HD 30545
239.0284930266,-39.8643634030,2.5440000000,-18.4480000000,6.028,0.5750,0.6642,1.0000,HD 142448
252.1124077968,-14.9094180932,-17.0030000000,-7.3900000000,6.028,0.6109,0.6919,1.0000,HD 151527
288.7612104375,20.2031168307,1.2370000000,-8.6950000000,6.028,1.0000,0.8541,0.7277,HD 180242
262.9545770878,-46.0367864311,1.8100000000,-3.8060000000,6.028,1.0000,0.9276,0.9168,HD 158476
89.2338272591,24.2496887633,0.8870000000,-1.4970000000,6.029,0.6109,0.6919,1.0000,HD 39970
128.5556087523,8.4523066782,1.1980000000,-26.5870000000,6.029,0.8000,0.8000,0.8000,HD 72617
170.8247947633,0.1320454775,-40.1090000000,-9.4570000000,6.029,1.0000,0.7872,0.5797,HD 98960
226.8348689438,18.4418245761,42.3680000000,-49.6820000000,6.029,0.6324,0.7081,1.0000,HD 134064
316.7302660185,38.7420440333,4105.9760000000,3155.9420000000,6.03,1.0000,0.6789,0.3823,* 61 Cyg B
44.1387555774,47.1640049685,-3.8390000000,0.8750000000,6.03,1.0000,0.7872,0.5797,HD 18155
170.7135152482,64.3305114784,-4.8470000000,34.7740000000,6.03,0.6703,0.7362,1.0000,HD 98772
52.1106977991,22.8040093102,0.8330000000,-110.1940000000,6.03,0.8000,0.8000,0.8000,* 66 Ari
99.6476076360,-16.8735465566,-9.1280000000,-24.6650000000,6.03,0.6109,0.6919,1.0000,HD 47561
108.6177206494,-10.3162455063,-4.1240000000,1.2870000000,6.03,0.8000,0.8000,0.8000,HD 55879
358.6609214460,-40.3000616327,367.0580000000,30.8260000000,6.03,1.0000,0.9019,0.8473,HD 224022
157.9528245133,-28.2371014609,-81.4100000000,-3.7120000000,6.03,0.8000,0.8000,0.8000,HD 91280
190.4558032798,-19.7590947087,-181.0710000000,16.1670000000,6.03,0.8986,0.8925,1.0000,HD 110385
274.4010240909,-34.1072659660,-2.9460000000,-10.1900000000,6.03,0.5013,0.6047,1.0000,V* RS Sgr
286.7171561667,-16.2292747778,-0.7300000000,-16.0000000000,6.03,0.5370,0.6340,1.0000,HD 177817
264.9896577870,31.2024695834,-9.8420000000,10.6750000000,6.03,1.0000,0.6480,0.3346,HD 160677
269.6763418612,36.2877931771,8.3750000000,-49.6340000000,6.03,1.0000,0.8740,0.7760,HD 164280
283.7187921771,33.9685713330,-0.3140000000,-1.0220000000,6.03,1.0000,0.8740,0.7760,HD 175635
310.1511573556,29.8055532704,20.5350000000,43.8740000000,6.03,0.6504,0.7215,1.0000,HD 197120
166.6220302298,-58.6750240710,-10.8730000000,4.6800000000,6.03,1.0000,0.7992,0.6045,HD 96544
195.7722475000,-71.4757301389,-11.5100000000,-2.8600000000,6.03,0.4799,0.5868,1.0000,HD 113120
237.2100761250,-52.4382580556,3.4300000000,-12.5700000000,6.03,1.0000,0.7992,0.6045,HD 140979
128.0206648258,-53.2119140312,-14.2060000000,18.0270000000,6.03,0.8000,0.8000,0.8000,HD 72738A
76.2271895633,-3.0396760710,-0.3230000000,-1.3700000000,6.031,0.5104,0.6122,1.0000,HD 32686
41.3371106625,4.7116319091,69.7450000000,-40.8280000000,6.031,0.8520,0.8621,1.0000,HD 17163
297.2983794075,-28.7889703662,122.3740000000,-97.9510000000,6.031,0.8000,0.8000,0.8000,HD 187098
179.7952604954,-51.6967617160,-15.6640000000,-5.6250000000,6.031,1.0000,0.8221,0.6541,HD 104081
219.5807230336,-38.7941866005,34.5450000000,-24.5990000000,6.031,1.0000,0.7872,0.5797,HD 128488
335.7521689927,62.4193586831,18.5180000000,12.4670000000,6.032,0.6324,0.7081,1.0000,HD 212495
239.7683158055,49.8810439757,21.6690000000,-55.1220000000,6.032,0.8668,0.8718,1.0000,HD 143584
117.9865519462,19.3250849527,-49.4350000000,-37.8850000000,6.032,1.0000,0.8221,0.6541,HD 63889
157.1831627333,-3.7423910304,3.5470000000,-26.0680000000,6.032,0.6109,0.6919,1.0000,HD 90763
117.9181584018,-42.8882038395,-6.3240000000,7.6780000000,6.032,0.4799,0.5868,1.0000,V* QU Pup
91.5935220579,29.5124120101,11.5030000000,-5.1260000000,6.033,1.0000,0.6318,0.3112,V* V394 Aur
101.3473495897,-23.4624316757,-21.0250000000,23.6500000000,6.033,1.0000,0.7992,0.6045,HD 49001
149.5317938404,8.3139780394,16.6200000000,-27.3300000000,6.033,1.0000,0.7872,0.5797,* 11 Sex
273.2700792903,38.7734905672,-6.8770000000,7.7000000000,6.033,0.5750,0.6642,1.0000,HD 167370
83.9007445774,-78.8208691329,5.5470000000,25.7100000000,6.033,0.5496,0.6441,1.0000,* iot Men
164.0604944214,42.0081547459,14.5090000000,-97.3910000000,6.034,1.0000,0.7992,0.6045,HD 94669
187.8392283652,7.6043086012,-19.6220000000,10.0180000000,6.034,1.0000,0.7360,0.4803,HD 108985
221.8068735671,-21.3248694722,-13.5400000000,3.4900000000,6.034,1.0000,0.7750,0.5548,HD 130157
293.9512680652,36.9445407427,4.0010000000,-1.4080000000,6.034,0.5496,0.6441,1.0000,* 11 Cyg
229.0435855895,-43.4849965458,-9.4510000000,-7.7090000000,6.034,0.4799,0.5868,1.0000,HD 135348
46.1586104728,1.8636039378,25.9120000000,0.0450000000,6.035,1.0000,0.8541,0.7277,HD 19121
255.2438240340,-86.3642974142,8.4130000000,-0.0320000000,6.035,0.6324,0.7081,1.0000,V* CW Oct
92.8662951279,13.6385615319,-3.5450000000,-17.5890000000,6.036,0.6109,0.6919,1.0000,HD 42477
177.3116185258,16.2428802214,38.0010000000,-54.6390000000,6.036,0.8000,0.8000,0.8000,HD 102660
63.4367669494,72.1261485536,8.8580000000,-33.5020000000,6.037,1.0000,0.8221,0.6541,HD 26076
90.3045734548,-25.4177609433,-11.6440000000,-19.8880000000,6.037,0.6109,0.6919,1.0000,HD 40972
315.4386640276,-26.8809981848,19.3280000000,-23.3890000000,6.037,0.6703,0.7362,1.0000,HD 200052
318.7775739703,-17.3451787779,4.1630000000,-19.3190000000,6.037,1.0000,0.8330,0.6787,HD 202261
320.3414064873,32.6127356497,13.7350000000,-13.3770000000,6.037,0.6324,0.7081,1.0000,HD 203439
280.9004553206,36.5566063387,20.9460000000,58.1980000000,6.037,1.0000,0.8541,0.7277,HD 173416
59.2658632664,23.1755419730,6.5780000000,-9.8640000000,6.038,0.5750,0.6642,1.0000,* 33 Tau
111.3332264768,-21.9825894438,-2.8060000000,3.8870000000,6.038,0.7260,0.7762,1.0000,HD 58585
245.0178136331,21.1326122670,-24.4590000000,-51.2040000000,6.038,1.0000,0.8541,0.7277,HD 147266
285.2300062827,33.8021562306,5.5620000000,2.3200000000,6.038,1.0000,0.8330,0.6787,HD 176896
69.5905227236,-77.6560051277,-6.9750000000,-11.1660000000,6.038,1.0000,0.7992,0.6045,HD 30479
76.6530952684,-13.1226212775,18.0540000000,14.8670000000,6.039,0.5750,0.6642,1.0000,HD 32996
